央视频道,#genre#
CCTV6,http://58.210.60.226:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://113.57.103.216:9000/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://113.57.21.233:8666/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://222.92.7.170:3333/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://124.165.251.82:9999/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://218.89.240.144:59901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://222.89.107.42:9876/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://60.12.183.46:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7,http://36.49.53.197:8800/rtp/239.37.1.20:5540
CCTV7,http://183.62.74.202:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://60.208.44.186:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://58.19.182.187:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://124.237.153.135:8888/rtp/239.254.200.159:6000
CCTV7,http://222.185.245.194:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://125.125.199.56:8888/rtp/233.50.201.120:5140
CCTV7,http://125.125.199.56:8888/rtp/233.50.200.24:5140
CCTV7,http://116.231.138.209:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://220.182.45.198:20088/tsfile/live/1012_1.m3u8?key=txiptv
CCTV7,http://222.95.43.220:9000/rtp/239.49.8.52:9810
CCTV7,http://125.123.194.171:9999/rtp/233.50.201.120:5140
CCTV7,http://125.123.194.171:9999/rtp/233.50.200.24:5140
CCTV7,http://117.57.50.223:8888/rtp/238.1.78.239:7784
CCTV7,http://114.217.85.116:7777/rtp/239.49.8.132:6000
CCTV7,http://219.159.147.195:9901/tsfile/live/1009_1.m3u8?key=txiptv
CCTV7,http://61.136.158.216:18888/rtp/239.69.1.103:10256
CCTV7,http://117.57.50.225:8888/rtp/238.1.78.239:7784
CCTV7,http://121.19.134.153:808/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://120.6.2.34:4000/rtp/239.253.92.194:6059
CCTV7,http://27.10.237.17:8000/rtp/225.0.4.127:7980
CCTV7,http://175.163.201.174:60000/rtp/232.0.0.133:9146
CCTV7,http://61.53.171.36:18888/rtp/225.1.4.76:1105
CCTV7,http://223.151.49.74:59901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://125.46.132.39:9999/rtp/225.1.4.76:1105
CCTV7,http://124.65.3.255:20000/rtp/239.3.1.61:8104
CCTV7,http://222.241.154.37:9901/tsfile/live/23007_1.m3u8?key=txiptv
CCTV7,http://113.12.72.152:9901/tsfile/live/1007_1.m3u8?key=txiptv
CCTV7,http://36.249.165.157:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV7,http://58.210.60.226:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://113.57.103.216:9000/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://113.57.21.233:8666/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://112.235.200.85:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://222.92.7.170:3333/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://124.165.251.82:9999/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://218.89.240.144:59901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://36.248.137.69:60033/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://222.89.107.42:9876/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://60.12.183.46:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8,http://183.94.1.118:8801/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://110.80.17.38:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://60.174.40.117:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://1.193.176.158:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://183.184.60.251:8085/rtp/226.0.2.211:9600
CCTV8,http://183.62.74.202:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://58.19.182.187:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://222.185.245.194:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://116.231.138.209:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://220.182.45.198:20088/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://125.123.194.171:9999/rtp/233.50.201.199:5140
CCTV8,http://125.123.194.171:9999/rtp/233.50.200.110:5140
CCTV8,http://106.57.1.85:55555/rtp/239.200.200.23:9028
CCTV8,http://219.159.147.195:9901/tsfile/live/1010_1.m3u8?key=txiptv
CCTV8,http://27.24.21.145:8888/rtp/239.69.1.125:10388
CCTV8,http://61.136.158.216:18888/rtp/239.69.1.125:10388
CCTV8,http://117.57.50.225:8888/rtp/238.1.78.173:7256
CCTV8,http://115.153.77.81:6001/rtp/239.252.219.253:5140
CCTV8,http://175.163.201.174:60000/rtp/232.0.0.28:8710
CCTV8,http://223.151.49.74:59901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://27.227.183.44:666/rtp/239.255.29.15:8231
CCTV8,http://124.65.3.255:20000/rtp/239.3.1.175:8001
CCTV8,http://125.123.22.55:6666/rtp/233.50.201.199:5140
CCTV8,http://222.241.154.37:9901/tsfile/live/23008_1.m3u8?key=txiptv
CCTV8,http://113.12.72.152:9901/tsfile/live/1008_1.m3u8?key=txiptv
CCTV8,http://115.231.200.110:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://58.210.60.226:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://113.57.103.216:9000/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://113.57.21.233:8666/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://222.92.7.170:3333/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://124.165.251.82:9999/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://218.89.240.144:59901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://222.89.107.42:9876/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://60.12.183.46:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9,http://117.89.125.68:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://36.49.51.153:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://183.94.1.118:8801/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://113.120.108.229:4000/rtp/239.21.1.153:5002
CCTV9,http://110.80.17.38:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://60.174.40.117:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://1.193.176.158:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://183.184.60.251:8085/rtp/226.0.2.161:9200
